index,well_id,easting,northing,depth_tvd_m,porosity_pct,bulk_density_gcc,formation_thickness_m,distance_to_usp_km,temp_harrison,temp_res_c,permeability_md,k_log
1572,BLT-01,141577.55,456881.76,1867.055531491126,10.53994,2.55396,122.37544947053402,2.032828276,77.37684022556094,79.66670862465342,82.0,4.406719247264253
1573,BLT-01,141577.55,456881.76,1867.128240287876,10.56097,2.554807,122.37544947053402,2.032828276,77.3797894404999,79.66670862465342,82.0,4.406719247264253
1574,BLT-01,141577.55,456881.76,1867.200886730184,10.58948,2.553518,122.37544947053402,2.032828276,77.38273610150806,79.66670862465342,82.0,4.406719247264253
1575,BLT-01,141577.55,456881.76,1867.273533172492,10.7177,2.550922,122.37544947053402,2.032828276,77.38568273781749,79.66670862465342,82.0,4.406719247264253
1576,BLT-01,141577.55,456881.76,1867.3461796147992,10.92731,2.547078,122.37544947053402,2.032828276,77.38862934942814,79.66670862465342,82.0,4.406719247264253
1577,BLT-01,141577.55,456881.76,1867.4188260571068,11.17998,2.541987,122.37544947053402,2.032828276,77.39157593634012,79.66670862465342,82.0,4.406719247264253
1578,BLT-01,141577.55,456881.76,1867.4914724994144,11.29187,2.538635,122.37544947053402,2.032828276,77.39452249855333,79.66670862465342,82.0,4.406719247264253
1579,BLT-01,141577.55,456881.76,1867.5641189417224,11.37906,2.535207,122.37544947053402,2.032828276,77.39746903606786,79.66670862465342,82.0,4.406719247264253
1580,BLT-01,141577.55,456881.76,1867.63676538403,11.46115,2.531483,122.37544947053402,2.032828276,77.40041554888364,79.66670862465342,82.0,4.406719247264253
1581,BLT-01,141577.55,456881.76,1867.7094118263376,11.55472,2.527324,122.37544947053402,2.032828276,77.40336203700068,79.66670862465342,82.0,4.406719247264253
1582,BLT-01,141577.55,456881.76,1867.7820582686452,11.66802,2.523263,122.37544947053402,2.032828276,77.406308500419,79.66670862465342,82.0,4.406719247264253
1583,BLT-01,141577.55,456881.76,1867.854704710953,11.73738,2.520635,122.37544947053402,2.032828276,77.4092549391386,79.66670862465342,82.0,4.406719247264253
1584,BLT-01,141577.55,456881.76,1867.9273511532608,11.74172,2.519471,122.37544947053402,2.032828276,77.41220135315949,79.66670862465342,82.0,4.406719247264253
1585,BLT-01,141577.55,456881.76,1867.9999975955684,11.69009,2.51983,122.37544947053402,2.032828276,77.41514774248165,79.66670862465342,82.0,4.406719247264253
1586,BLT-01,141577.55,456881.76,1868.072644037876,11.72393,2.521992,122.37544947053402,2.032828276,77.41809410710506,79.66670862465342,82.0,4.406719247264253
1587,BLT-01,141577.55,456881.76,1868.145290480184,11.81019,2.524777,122.37544947053402,2.032828276,77.42104044702977,79.66670862465342,82.0,4.406719247264253
1588,BLT-01,141577.55,456881.76,1868.217936922492,11.87343,2.528041,122.37544947053402,2.032828276,77.42398676225577,79.66670862465342,82.0,4.406719247264253
1589,BLT-01,141577.55,456881.76,1868.2905833647992,11.90165,2.531136,122.37544947053402,2.032828276,77.42693305278299,79.66670862465342,82.0,4.406719247264253
1590,BLT-01,141577.55,456881.76,1868.363229807107,11.94344,2.531836,122.37544947053402,2.032828276,77.42987931861151,79.66670862465342,82.0,4.406719247264253
1591,BLT-01,141577.55,456881.76,1868.4358762494144,12.02824,2.528146,122.37544947053402,2.032828276,77.43282555974129,79.66670862465342,82.0,4.406719247264253
1592,BLT-01,141577.55,456881.76,1868.5085226917224,12.03597,2.524459,122.37544947053402,2.032828276,77.43577177617237,79.66670862465342,82.0,4.406719247264253
1593,BLT-01,141577.55,456881.76,1868.58116913403,11.97598,2.522132,122.37544947053402,2.032828276,77.43871796790471,79.66670862465342,82.0,4.406719247264253
1594,BLT-01,141577.55,456881.76,1868.653815576337,11.91812,2.522329,122.37544947053402,2.032828276,77.44166413493828,79.66670862465342,82.0,4.406719247264253
1595,BLT-01,141577.55,456881.76,1868.7264620186445,12.15021,2.521647,122.37544947053402,2.032828276,77.44461027727317,79.66670862465342,82.0,4.406719247264253
1596,BLT-01,141577.55,456881.76,1868.799108460952,12.3679,2.518789,122.37544947053402,2.032828276,77.44755639490933,79.66670862465342,82.0,4.406719247264253
1597,BLT-01,141577.55,456881.76,1868.87175490326,12.49693,2.512894,122.37544947053402,2.032828276,77.45050248784678,79.66670862465342,82.0,4.406719247264253
1598,BLT-01,141577.55,456881.76,1868.9444013455677,12.47522,2.503036,122.37544947053402,2.032828276,77.45344855608549,79.66670862465342,82.0,4.406719247264253
1599,BLT-01,141577.55,456881.76,1869.0170477878755,12.56051,2.495783,122.37544947053402,2.032828276,77.45639459962547,79.66670862465342,82.0,4.406719247264253
1600,BLT-01,141577.55,456881.76,1869.0896942301829,12.72569,2.493568,122.37544947053402,2.032828276,77.45934061846671,79.66670862465342,82.0,4.406719247264253
1601,BLT-01,141577.55,456881.76,1869.1623406724907,12.89176,2.494196,122.37544947053402,2.032828276,77.46228661260925,79.66670862465342,82.0,4.406719247264253
1602,BLT-01,141577.55,456881.76,1869.2349871147983,12.99098,2.495571,122.37544947053402,2.032828276,77.46523258205306,79.66670862465342,82.0,4.406719247264253
1603,BLT-01,141577.55,456881.76,1869.3076335571056,13.03842,2.496289,122.37544947053402,2.032828276,77.46817852679813,79.66670862465342,82.0,4.406719247264253
1604,BLT-01,141577.55,456881.76,1869.3802799994137,13.17564,2.497338,122.37544947053402,2.032828276,77.47112444684448,79.66670862465342,82.0,4.406719247264253
