DEPT,GR,DT,RHOB,DRHO
1930.9004,105.191711,82.500519,,
1930.8004,105.031662,77.072495,,
1930.7004,104.557037,74.037094,,
1930.6004,104.284775,72.674454,,
1930.5004,104.537537,72.237289,,
1930.4004,105.224472,72.234711,,
1930.3004,106.16304,72.369019,,
1930.2004,107.272186,72.567322,,
1930.1004,108.169952,72.522125,,
1930.0004,108.65065,72.145294,,
1929.9004,108.059372,71.609161,,
1929.8004,106.563553,71.120819,,
1929.7004,104.425522,70.837677,,
1929.6004,101.462372,71.024399,,
1929.5004,97.90448,71.61142,,
1929.4004,93.803772,72.2724,,
1929.3004,89.866623,72.592834,,
1929.2004,87.192261,72.677734,,
1929.1004,86.793854,73.150513,,
1929.0004,89.254135,75.524216,,
1928.9004,94.110809,79.641785,,
1928.8004,101.584503,84.244644,,
1928.7004,109.867233,89.291626,,
1928.6004,117.453354,95.596771,,
1928.5004,123.624329,102.958878,,
1928.4004,127.815277,108.720062,,
1928.3004,130.339142,110.794647,,
1928.2004,131.281494,109.558517,,
1928.1004,130.891998,105.764572,,
1928.0004,129.824341,99.906693,,
1927.9004,128.216797,92.543793,,
1927.8004,126.313461,84.391815,,
1927.7004,124.45929,77.087723,,
1927.6004,122.951996,72.370941,,
1927.5004,121.889511,70.491409,,
1927.4004,121.124908,70.316223,,
1927.3004,120.882645,70.324783,,
1927.2004,121.137558,70.32431,,
1927.1004,121.549118,70.523224,,
1927.0004,122.095398,70.569504,,
1926.9004,122.67514,70.314941,,
1926.8004,123.164993,69.937622,,
1926.7004,123.787033,69.551407,,
1926.6004,124.697311,69.143143,,
1926.5004,125.664322,68.705765,,
1926.4004,126.653976,68.356094,,
1926.3004,127.650085,68.256577,,
1926.2004,128.699615,68.426285,,
1926.1004,129.792603,68.625519,,
1926.0004,130.840027,68.784088,,
1925.9004,131.821838,69.132385,,
1925.8004,132.74823,69.753723,,
1925.7004,133.528595,70.478851,,
1925.6004,133.909943,70.958435,,
1925.5004,133.756561,71.160522,,
1925.4004,133.19162,71.118805,,
1925.3004,132.367615,70.903229,,
1925.2004,131.412292,70.764374,,
1925.1004,130.535645,70.832062,,
1925.0004,129.819733,70.83934,,
1924.9004,129.325104,70.778046,,
1924.8004,128.960876,70.737015,,
1924.7004,128.730377,70.599548,,
1924.6004,128.672638,70.12294,,
1924.5004,128.765747,69.277191,,
1924.4004,129.000397,68.508728,,
1924.3004,129.27713,67.734741,,
1924.2004,129.421631,66.778809,,
1924.1004,129.353333,66.090851,,
1924.0004,129.042786,65.961502,,
1923.9004,128.584167,66.28302,,
1923.8004,127.963943,66.693253,,
1923.7004,127.66539,67.118912,,
1923.6004,128.324585,67.531876,,
1923.5004,130.09906,67.638,,
1923.4004,132.668427,67.348938,,
1923.3004,135.456573,66.947067,,
1923.2004,138.432526,66.799194,,
1923.1004,141.271027,66.843628,,
1923.0004,143.506531,66.867447,,
1922.9004,143.486542,67.185791,,
1922.8004,140.845093,67.869873,,
1922.7004,136.107727,68.845825,,
1922.6004,129.136749,70.962082,,
1922.5004,120.514084,75.694336,,
1922.4004,109.79866,83.422958,,
1922.3004,99.928741,92.885101,,
1922.2004,92.700958,101.852554,,
1922.1004,87.587967,109.137558,,
1922.0004,83.477325,112.51973,,
1921.9004,79.590759,110.57872,,
1921.8004,75.889481,103.955948,,
1921.7004,72.535583,94.35199,,
1921.6004,69.5047,84.342026,,
1921.5004,66.921799,75.88295,,
1921.4004,64.64299,71.518646,,
1921.3004,62.455116,70.716553,,
1921.2004,60.578606,71.566788,,
1921.1004,59.124359,72.95018,,
1921.0004,57.985847,74.272736,,
1920.9004,57.192154,75.187927,,
1920.8004,56.514557,75.646652,,
1920.7004,55.800842,75.854767,,
1920.6004,55.21579,76.025574,,
1920.5004,54.7369,76.157959,,
1920.4004,54.306671,76.190033,,
1920.3004,53.818573,76.082062,,
1920.2004,53.255066,75.868423,,
1920.1004,52.646057,75.516754,,
1920.0004,52.082443,74.788452,,
1919.9004,51.613205,73.655838,,
1919.8004,51.274849,72.373566,,
1919.7004,51.198067,71.218292,,
1919.6004,51.328316,70.337723,,
1919.5004,51.580597,69.718307,,
1919.4004,51.906815,69.357986,,
1919.3004,52.266167,69.234238,,
1919.2004,52.63485,69.279861,,
1919.1004,53.003464,69.536316,,
1919.0004,53.325165,69.928635,,
1918.9004,53.50396,70.342545,,
1918.8004,53.461563,70.814667,,
1918.7004,53.204918,71.322495,,
1918.6004,52.617828,71.801056,,
1918.5004,51.677948,72.247223,,
1918.4004,50.520233,72.617599,,
1918.3004,49.121498,72.865784,,
1918.2004,47.533829,72.870636,,
1918.1004,45.879608,72.69339,,
1918.0004,44.565536,72.532654,,
1917.9004,43.816017,72.470947,,
1917.8004,43.417717,72.433975,,
1917.7004,43.262474,72.31282,,
1917.6004,43.20491,72.204605,,
1917.5004,43.187859,72.163559,,
1917.4004,43.705696,72.035187,,
1917.3004,44.719536,71.73613,,
1917.2004,45.668213,71.330063,,
1917.1004,46.457153,70.943512,,
1917.0004,46.973953,70.668732,,
1916.9004,47.127617,70.555679,,
1916.8004,46.812111,70.63739,,
1916.7004,46.284966,70.908234,,
1916.6004,46.048424,71.264709,,
1916.5004,46.352882,71.564987,,
1916.4004,47.186592,71.789734,,
1916.3004,48.333321,72.003067,,
1916.2004,49.781837,72.112442,,
1916.1004,51.393929,72.070892,,
1916.0004,52.820427,72.033844,,
1915.9004,53.733856,72.152237,,
1915.8004,54.026657,72.538239,,
1915.7004,54.044487,73.160324,,
1915.6004,53.987358,73.977905,,
1915.5004,53.945465,74.974258,,
1915.4004,53.626022,76.031494,,
1915.3004,52.785881,76.867523,,
1915.2004,51.520668,77.19632,,
1915.1004,49.981148,77.240982,,
1915.0004,48.239494,77.078674,,
1914.9004,46.463821,76.646988,,
1914.8004,44.818138,75.976425,,
1914.7004,43.36647,75.456589,,
1914.6004,41.973602,75.392639,,
1914.5004,40.505318,75.149246,,
1914.4004,38.983208,74.814651,,
1914.3004,37.751564,75.10173,,
1914.2004,36.948792,76.097687,,
1914.1004,36.652557,77.373947,,
1914.0004,36.606224,78.321686,,
1913.9004,36.822273,78.990662,,
1913.8004,37.219376,79.414948,,
1913.7004,37.692703,79.563812,,
1913.6004,38.300514,79.496704,,
1913.5004,39.043823,79.33345,,
1913.4004,39.842545,79.250366,,
1913.3004,40.664803,79.317932,,
1913.2004,41.493607,79.321411,,
1913.1004,42.310287,78.941895,,
1913.0004,43.062859,78.176895,,
1912.9004,43.960274,77.181488,,
1912.8004,45.534477,76.176392,,
1912.7004,49.176529,75.267624,,
1912.6004,54.974754,74.493713,,
1912.5004,61.424095,73.859497,,
1912.4004,71.015854,73.307739,,
1912.3004,84.743759,72.849976,,
1912.2004,100.316971,72.541245,,
1912.1004,120.586395,72.218826,,
1912.0004,145.980377,71.769394,,
1911.9004,169.979004,71.258224,,
1911.8004,192.548157,70.743561,,
1911.7004,214.402344,70.33432,,
1911.6004,223.719666,70.130936,,
1911.5004,222.160645,70.058762,,
1911.4004,216.921082,70.212387,,
1911.3004,209.008148,70.895493,,
1911.2004,200.603821,71.712601,,
1911.1004,193.24704,72.291122,,
1911.0004,181.552612,72.725632,,
1910.9004,167.516754,72.838806,,
1910.8004,154.309906,72.507965,,
1910.7004,145.081268,71.742645,,
1910.6004,138.756561,71.410294,,
1910.5004,133.403625,71.676605,,
1910.4004,130.06424,71.494812,,
1910.3004,128.232941,71.075851,,
1910.2004,126.985184,70.939789,,
1910.1004,126.012634,70.903259,,
1910.0004,125.14241,70.871475,,
1909.9004,124.315582,70.888596,,
1909.8004,123.401367,70.843735,,
1909.7004,122.537292,70.607422,,
1909.6004,122.131363,70.201981,,
1909.5004,122.482285,69.961029,,
1909.4004,123.355896,69.752823,,
1909.3004,124.427322,69.3125,,
1909.2004,125.575912,68.794998,,
1909.1004,126.562744,68.475845,,
1909.0004,126.457138,68.469513,,
1908.9004,125.21582,68.450043,,
1908.8004,123.316162,68.313324,,
1908.7004,121.302475,68.211685,,
1908.6004,119.996063,68.070145,,
1908.5004,119.652069,67.815521,,
1908.4004,120.108505,67.484497,,
1908.3004,120.822525,67.370972,,
1908.2004,121.450089,67.47673,,
1908.1004,121.827789,67.506622,,
1908.0004,121.870209,67.607315,,
1907.9004,121.600739,67.866226,,
1907.8004,122.160583,68.030426,,
1907.7004,123.853271,67.590317,,
1907.6004,126.204742,66.704514,,
1907.5004,129.329071,66.311798,,
1907.4004,132.296753,66.409134,,
1907.3004,134.178131,66.427017,,
1907.2004,133.729156,66.400681,,
1907.1004,131.148895,66.51416,,
1907.0004,127.404129,66.739944,,
1906.9004,122.530151,66.840668,,
1906.8004,117.428696,66.756409,,
1906.7004,113.113449,66.712509,,
1906.6004,110.978699,67.045334,,
1906.5004,111.223175,67.743393,,
1906.4004,112.565079,68.395477,,
1906.3004,114.568924,68.680374,,
1906.2004,116.946121,68.571594,,
1906.1004,120.010101,68.330536,,
1906.0004,123.756622,67.847168,,
1905.9004,127.751709,67.014236,,
1905.8004,131.683777,66.109711,,
1905.7004,135.296021,65.449646,,
1905.6004,138.483551,65.195084,,
1905.5004,140.420441,65.211578,,
1905.4004,140.774292,65.442993,,
1905.3004,140.504852,65.913956,,
1905.2004,139.561462,66.62532,,
1905.1004,137.857849,67.42807,,
1905.0004,135.46048,68.12442,,
1904.9004,132.149902,68.769226,,
1904.8004,128.03772,69.380753,,
1904.7004,124.002808,69.825195,,
1904.6004,120.243454,69.905533,,
1904.5004,116.602859,69.611053,,
1904.4004,112.643311,69.180618,,
1904.3004,109.289352,68.74147,,
1904.2004,107.527054,68.391312,,
1904.1004,107.045898,68.302795,,
1904.0004,107.836426,68.612854,,
1903.9004,109.363571,69.389587,,
1903.8004,111.034027,70.439255,,
1903.7004,113.212646,71.591599,,
1903.6004,116.081299,72.824921,,
1903.5004,118.854568,74.169907,,
1903.4004,121.331711,75.609314,,
1903.3004,123.442795,77.202362,,
1903.2004,125.211899,79.265732,,
1903.1004,126.276398,82.216446,,
1903.0004,126.517166,85.525436,,
1902.9004,126.496658,87.750015,,
1902.8004,126.678558,88.439072,,
1902.7004,127.295135,87.915527,,
1902.6004,128.107574,86.861221,,
1902.5004,128.946747,83.860855,,
1902.4004,129.769714,78.884979,,
1902.3004,130.634064,75.005966,,
1902.2004,131.352142,72.70343,,
1902.1004,131.74057,71.071945,,
1902.0004,131.693512,69.995697,,
1901.9004,131.440033,69.562469,,
1901.8004,131.328033,69.638458,,
1901.7004,131.671448,70.098038,,
1901.6004,132.363708,70.972794,,
1901.5004,133.072266,71.932007,,
1901.4004,132.94043,72.285309,,
1901.3004,131.677429,72.181107,,
1901.2004,129.510315,72.067764,,
1901.1004,125.641022,71.921173,,
1901.0004,120.578964,71.730057,,
1900.9004,115.26828,71.521408,,
1900.8004,111.410217,71.174286,,
1900.7004,109.242233,70.779083,,
1900.6004,108.388016,70.383011,,
1900.5004,109.741516,69.552719,,
1900.4004,112.831924,68.476227,,
1900.3004,116.883957,67.586472,,
1900.2004,121.264053,66.877518,,
1900.1004,125.310104,66.243103,,
1900.0004,128.430542,65.601562,,
1899.9004,130.295166,64.729187,,
1899.8004,130.835449,63.966133,,
1899.7004,129.12912,63.677567,,
1899.6004,126.749588,63.834251,,
1899.5004,125.028076,64.339188,,
1899.4004,125.022995,65.173065,,
1899.3004,126.111572,66.222778,,
1899.2004,127.544357,67.222351,,
1899.1004,129.173035,68.02066,,
1899.0004,130.587372,69.184052,,
1898.9004,131.5784,71.871048,,
1898.8004,131.240845,77.122864,,
1898.7004,129.853363,83.168747,,
1898.6004,127.870941,88.043228,,
1898.5004,125.050827,90.642746,,
1898.4004,120.970352,90.248901,,
1898.3004,115.380096,87.004654,,
1898.2004,108.738724,80.897888,,
1898.1004,102.435944,75.22226,,
1898.0004,97.490219,72.208862,,
1897.9004,94.757187,71.125519,,
1897.8004,93.686829,70.513,,
1897.7004,93.779633,69.582199,,
1897.6004,95.576218,68.133804,,
1897.5004,98.864487,66.442017,,
1897.4004,103.354782,64.839798,,
1897.3004,107.946243,63.274246,,
1897.2004,112.033798,62.120132,,
1897.1004,115.798157,61.753822,,
1897.0004,119.200928,61.966331,,
1896.9004,122.312927,62.650948,,
1896.8004,125.117722,63.730553,,
1896.7004,127.069504,64.757874,,
1896.6004,127.938492,65.50177,,
1896.5004,128.087158,66.212479,,
1896.4004,127.700882,67.156128,,
1896.3004,127.036896,68.084427,,
1896.2004,126.24234,68.471909,,
1896.1004,125.299362,68.468994,,
1896.0004,124.205582,68.511017,,
1895.9004,123.011002,68.73349,,
1895.8004,121.801941,69.023712,,
1895.7004,120.706894,69.243195,,
1895.6004,119.86467,69.428238,,
1895.5004,119.438446,69.583817,,
1895.4004,119.43428,69.658768,,
1895.3004,119.892395,69.624878,,
1895.2004,120.468979,69.568573,,
1895.1004,120.389725,69.556198,,
1895.0004,118.810577,69.438553,,
1894.9004,115.923492,69.342865,,0.089487
1894.8004,113.83847,69.505524,,0.097848
1894.7004,112.911575,69.656036,,0.105482
1894.6004,112.851974,69.641312,2.687589,0.109574
1894.5004,112.294662,69.565231,2.699177,0.102166
1894.4004,110.511154,69.327179,2.7086,0.079838
1894.3004,107.396942,68.763458,2.710876,0.05135
1894.2004,104.344162,67.939789,2.705791,0.021289
1894.1004,102.610626,67.266403,2.697482,-0.001255
1894.0004,102.963989,67.124084,2.689124,-0.005211
1893.9004,104.37114,67.468323,2.67873,0.007386
1893.8004,106.752045,67.851944,2.664727,0.0145
1893.7004,109.441742,67.856766,2.6454,0.003841
1893.6004,110.863998,67.436142,2.61839,-0.024314
1893.5004,109.824005,66.657913,2.581431,-0.038427
1893.4004,106.254044,,2.51424,-0.033034
1893.3004,100.689423,,2.378808,-0.026531
1893.2004,94.390366,,2.165765,-0.01743
1893.1004,90.198303,,1.923335,-0.005503
1893.0004,90.375595,,1.746695,0.005922
1892.9004,95.348923,,1.676097,0.016393
1892.8004,102.328156,,1.67667,0.022816
1892.7004,112.421356,,1.714949,0.02777
1892.6004,123.893509,,1.787919,0.042359
1892.5004,131.991425,,1.902051,0.044839
1892.4004,136.17627,,2.006547,0.016125
1892.3004,136.839661,,2.118751,-0.01452
1892.2004,136.074524,,2.30208,-0.028699
1892.1004,134.635834,,2.481154,-0.025971
1892.0004,133.196594,,2.582264,-0.02364
1891.9004,131.759979,,2.628768,-0.021602
1891.8004,130.321411,,2.648872,-0.021813
1891.7004,129.09201,,2.656989,-0.0262
1891.6004,128.289062,,2.658463,-0.031851
1891.5004,128.031952,,2.658346,-0.035203
1891.4004,128.183411,,2.656734,-0.037205
1891.3004,128.541351,,2.6529,-0.039212
1891.2004,129.704224,,2.652337,-0.040271
1891.1004,131.501923,,2.656215,-0.03463
1891.0004,133.269592,,2.658479,-0.023431
1890.9004,134.348083,,2.658106,-0.013286
1890.8004,134.486023,,2.660142,-0.011512
1890.7004,133.584442,,2.668675,-0.015552
1890.6004,132.724274,,2.678894,-0.019922
1890.5004,132.585785,,2.684605,-0.024338
1890.4004,133.149872,,2.685572,-0.028437
1890.3003,134.010742,,2.687139,-0.029628
1890.2003,134.510437,,2.689211,-0.028422
1890.1003,133.443268,,2.684817,-0.026533
1890.0003,130.530304,,2.673622,-0.023134
1889.9003,126.123123,,2.606971,-0.01667
1889.8003,119.444717,,2.427262,-0.00889
1889.7003,109.776596,,2.211823,-0.000964
1889.6003,98.18924,,2.043181,0.006966
1889.5003,89.103745,62.655159,1.891951,0.014719
1889.4003,82.421555,62.074409,1.771407,0.022243
1889.3003,77.107956,61.389404,1.727438,0.023234
1889.2003,76.630707,60.734039,1.739293,-0.007106
1889.1003,80.656845,60.302971,1.772339,-0.016463
1889.0003,87.599503,60.471458,1.826147,-0.001985
1888.9003,96.097351,61.698463,1.933051,0.001428
1888.8003,104.418335,64.380829,2.113469,-0.006502
1888.7003,111.694229,68.398041,2.322554,-0.016803
1888.6003,118.054688,73.846664,2.468062,-0.026398
1888.5003,123.271774,79.661743,2.531625,-0.026935
1888.4003,126.894363,85.277374,2.558989,-0.02158
1888.3003,128.542053,91.685608,2.577547,-0.014776
1888.2003,129.292816,97.532166,2.589539,-0.007172
1888.1003,130.105927,101.504456,2.590616,-0.006442
1888.0003,131.275879,102.749176,2.575927,-0.016164
1887.9003,132.657928,101.603607,2.553662,-0.007834
1887.8003,134.146515,99.117264,2.541436,-0.004252
1887.7003,135.245178,96.038895,2.54623,-0.011541
1887.6003,135.551331,92.363922,2.562313,-0.020203
1887.5003,134.572357,88.000916,2.577528,-0.028405
1887.4003,131.799683,83.739227,2.584555,-0.032802
1887.3003,127.822998,80.13063,2.582861,-0.031567
1887.2003,123.489059,77.214035,2.580288,-0.027816
1887.1003,119.759842,75.209717,2.595069,-0.024023
1887.0003,116.846039,74.221954,2.640127,-0.021503
1886.9003,114.950684,74.119186,2.705497,-0.025732
1886.8003,114.153381,74.532181,2.759302,-0.034224
1886.7003,114.110153,75.056198,2.783569,-0.041698
1886.6003,114.907684,75.491608,2.786865,-0.041308
1886.5003,116.438019,76.132492,2.776635,-0.03501
1886.4003,118.40097,76.680725,2.753937,-0.028294
1886.3003,120.517334,76.348282,2.730072,-0.02168
1886.2003,122.26918,74.984222,2.712868,-0.015716
1886.1003,123.235046,73.222733,2.702313,-0.014421
1886.0003,122.58046,71.810989,2.693711,-0.018685
1885.9003,120.209183,70.541153,2.684089,-0.022306
1885.8003,116.824936,69.093506,2.676492,-0.021013
1885.7003,112.718597,67.6922,2.675248,-0.017223
1885.6003,108.389038,66.304276,2.678543,-0.01357
1885.5003,104.273895,64.927872,2.68602,-0.011816
1885.4003,101.185837,63.956833,2.708244,-0.02
1885.3003,99.770401,63.611259,2.742904,-0.03731
1885.2003,99.993637,63.63974,2.765808,-0.046925
1885.1003,102.505661,63.561409,2.767271,-0.043629
1885.0003,106.551147,63.277626,2.754342,-0.034325
1884.9003,109.891678,63.011368,2.735534,-0.027459
1884.8003,112.017334,62.75338,2.712257,-0.030574
1884.7003,112.974197,62.355911,2.683191,-0.042738
1884.6003,113.120117,61.678955,2.656115,-0.052423
1884.5003,112.591522,60.624809,2.637917,-0.052749
1884.4003,111.790665,59.287834,2.639602,-0.03723
1884.3003,110.806061,57.987267,2.675364,-0.012213
1884.2003,109.538788,56.864944,2.738135,5.8e-05
1884.1003,107.546585,55.958839,2.78978,-0.005923
1884.0003,103.857773,55.210007,2.788805,-0.012518
1883.9003,98.594208,54.919395,2.734972,-0.018159
1883.8003,93.060883,55.680885,2.669909,-0.017545
1883.7003,85.981094,57.603668,2.622346,-0.005914
1883.6003,76.705536,60.00042,2.598154,0.023085
1883.5003,66.662155,61.990028,2.561479,0.056202
1883.4003,57.323753,63.516968,2.457932,0.037791
1883.3003,49.381332,64.38942,2.293697,0.010979
1883.2003,42.14933,64.471558,2.112349,0.020141
1883.1003,38.398888,64.196548,1.906178,0.017002
1883.0003,39.697929,63.900818,1.718482,0.005996
1882.9003,43.750496,63.901688,1.639564,0.005448
1882.8003,53.642593,64.374573,1.669006,0.005594
1882.7003,69.433182,65.421829,1.756996,0.010568
1882.6003,84.334198,67.138306,1.896174,0.023146
1882.5003,95.977905,69.592926,2.082842,0.042924
1882.4003,103.561417,72.776245,2.284162,0.070851
1882.3003,109.796677,76.723373,2.43846,0.091259
1882.2003,113.389008,81.832153,2.52973,0.077165
1882.1003,114.037918,87.729248,2.585328,0.03639
1882.0003,113.272263,93.037811,2.618262,0.003448
1881.9003,110.888947,96.955887,2.64013,-0.011327
1881.8003,107.169357,99.178482,2.656751,-0.01006
1881.7003,102.750336,99.873993,2.670752,-0.009756
1881.6003,98.227234,99.103195,2.681947,-0.012259
1881.5003,94.354919,96.62645,2.685185,-0.016636
1881.4003,91.461044,92.932236,2.678142,-0.020924
1881.3003,90.433258,89.073914,2.670364,-0.025203
1881.2003,91.111115,84.788879,2.668157,-0.029526
1881.1003,92.418106,79.521225,2.666378,-0.033786
1881.0003,93.704926,75.171234,2.666723,-0.037959
1880.9003,94.406113,72.772308,2.672297,-0.041378
1880.8003,93.953918,71.190338,2.677455,-0.041968
1880.7003,92.479172,69.695145,2.677951,-0.040593
1880.6003,90.625214,68.133347,2.674676,-0.039226
1880.5003,88.358994,66.501846,2.671145,-0.037857
1880.4003,86.673676,65.012421,2.669675,-0.036334
1880.3003,86.333099,63.778702,2.669618,-0.034749
1880.2003,88.050888,62.644348,2.669201,-0.033168
1880.1003,90.988083,61.675987,2.669928,-0.031586
1880.0003,94.049316,60.960793,2.6726,-0.029995
1879.9003,96.846909,60.500732,2.673479,-0.028387
1879.8003,99.190948,60.425644,2.672279,-0.026805
1879.7003,101.20018,60.757828,2.671231,-0.025225
1879.6003,102.341095,61.450211,2.670628,-0.023999
1879.5003,102.823044,62.179337,2.67186,-0.025088
1879.4003,103.062241,62.66993,2.67673,-0.027713
1879.3003,103.091782,62.803482,2.683955,-0.030483
1879.2003,103.027725,62.430038,2.690006,-0.032767
1879.1003,102.953323,61.660301,2.690865,-0.032649
1879.0003,103.074951,60.768944,2.686164,-0.031116
1878.9003,103.482666,60.089958,2.679635,-0.027984
1878.8003,104.20726,59.774651,2.677431,-0.016379
1878.7003,105.901886,59.85144,2.68248,-0.000171
1878.6003,108.260925,60.426758,2.693917,0.014461
1878.5003,110.813431,61.358894,2.705381,0.01396
1878.4003,111.679825,62.197678,2.707708,0.004374
1878.3003,111.11969,62.793747,2.700522,-0.00684
1878.2003,109.946945,63.27224,2.692144,-0.017623
1878.1003,108.891388,63.91037,2.687691,-0.024835
1878.0003,108.329346,64.820618,2.689528,-0.027325
1877.9003,108.62973,65.904724,2.696221,-0.02789
1877.8003,109.439484,67.036407,2.701834,-0.028232
1877.7003,110.398987,67.943237,2.70257,-0.028583
1877.6003,111.396881,68.424255,2.699641,-0.02894
1877.5003,112.642105,68.057816,2.694254,-0.02932
1877.4003,114.116943,67.029602,2.689141,-0.029715
1877.3003,115.690582,65.773758,2.68785,-0.030115
1877.2003,116.816544,64.087341,2.688526,-0.030519
1877.1003,117.225281,62.222664,2.68871,-0.030917
1877.0003,116.436172,60.606461,2.689123,-0.031319
1876.9003,114.896667,59.389404,2.688783,-0.031723
1876.8003,113.239441,58.526817,2.68733,-0.032121
1876.7003,111.87645,57.940109,2.687425,-0.032516
1876.6003,110.749832,57.760941,2.689442,-0.032738
1876.5003,109.714661,57.962997,2.692601,-0.031873
1876.4003,109.188614,58.396423,2.697893,-0.030241
1876.3003,109.272278,58.943756,2.705306,-0.028535
1876.2003,109.777817,59.448036,2.710918,-0.026804
1876.1003,110.348633,59.723816,2.708408,-0.025297
1876.0003,110.751801,59.815926,2.698987,-0.025863
1875.9003,111.026947,59.848885,2.689365,-0.028597
1875.8003,111.215454,59.790672,2.682275,-0.031732
1875.7003,111.393555,59.629959,2.677174,-0.033589
1875.6003,111.590179,59.410194,2.672956,-0.032689
1875.5003,111.747864,59.136551,2.667253,-0.03023
1875.4003,111.842468,58.800713,2.659006,-0.027803
1875.3003,111.895966,58.41832,2.651118,-0.025363
1875.2003,111.794373,58.027298,2.649745,-0.023095
1875.1003,111.61615,57.736053,2.656557,-0.021733
1875.0003,111.668213,57.651672,2.666425,-0.021737
1874.9003,112.279587,57.792984,2.673944,-0.022404
1874.8003,113.439117,58.1026,2.678737,-0.023515
1874.7003,114.793991,58.468727,2.683125,-0.025942
1874.6003,116.002625,58.832909,2.68867,-0.029458
1874.5003,116.792084,59.073547,2.695015,-0.032988
1874.4003,117.165436,59.059433,2.701417,-0.036148
1874.3003,117.22583,58.928894,2.707843,-0.037471
1874.2003,117.23999,58.932823,2.714404,-0.034819
1874.1003,117.220245,59.197021,2.719424,-0.029573
1874.0003,117.039291,59.635178,2.72045,-0.026049
1873.9003,116.470337,60.08741,2.71614,-0.026693
1873.8003,115.30629,60.451088,2.708663,-0.030905
1873.7003,113.629547,60.71685,2.70058,-0.035079
1873.6003,112.112976,60.889694,2.692737,-0.038632
1873.5003,111.295563,60.964737,2.687457,-0.039379
1873.4003,111.371613,60.968956,2.68611,-0.03616
1873.3003,111.640976,60.980766,2.686988,-0.031734
1873.2003,111.994415,61.071655,2.685307,-0.02732
1873.1003,112.36084,61.241577,2.678647,-0.023063
1873.0003,112.769791,61.423363,2.669841,-0.020165
1872.9003,113.177261,61.56488,2.66177,-0.021032
1872.8003,113.535538,61.632576,2.657512,-0.025621
1872.7003,113.848007,61.607956,2.659386,-0.0302
1872.6003,114.113434,61.500298,2.664044,-0.034241
1872.5003,114.32515,61.31736,2.66662,-0.03561
1872.4003,114.478821,61.097366,2.667746,-0.031949
1872.3003,114.503525,60.907448,2.669831,-0.025085
1872.2003,114.323456,60.805092,2.672684,-0.019257
1872.1003,113.93808,60.797264,2.671953,-0.01652
1872.0003,113.311554,60.866898,2.667526,-0.016953
1871.9003,112.635178,61.006927,2.664965,-0.017387
1871.8003,112.319016,61.178955,2.670186,-0.01737
1871.7003,112.66037,61.290024,2.683908,-0.016379
1871.6003,113.673843,61.274849,2.701922,-0.015078
1871.5003,115.195267,61.174332,2.719119,-0.015381
1871.4003,117.21701,61.075676,2.728758,-0.017212
1871.3003,119.544617,61.031387,2.727612,-0.019051
1871.2003,121.892273,61.019554,2.718076,-0.021823
1871.1003,123.643921,61.022781,2.705475,-0.029374
1871.0003,124.171463,60.993378,2.693686,-0.041517
1870.9003,122.553146,60.872963,2.685572,-0.050468
1870.8003,118.25174,60.659721,2.680258,-0.052828
1870.7003,112.095245,60.378944,2.664377,-0.049846
1870.6003,104.377243,60.06041,2.614028,-0.040117
1870.5003,95.774368,59.661514,2.49872,-0.025633
1870.4003,87.093155,59.225052,2.319196,-0.01043
1870.3003,77.933487,58.899048,2.142737,0.007642
1870.2003,69.981506,58.918304,2.000714,0.028455
1870.1003,65.1147,59.263367,1.89123,0.039931
1870.0003,65.929977,59.65416,1.832386,0.026181
1869.9003,71.264664,60.102142,1.845499,-0.000947
1869.8003,78.086212,60.665466,1.921648,-0.016471
1869.7003,88.002563,61.307404,1.998196,-0.022994
1869.6003,100.336044,62.028374,2.052394,-0.028389
1869.5003,113.339722,63.07254,2.122246,-0.028558
1869.4003,123.210144,65.046402,2.246611,-0.02515
1869.3003,129.326752,68.299835,2.39223,-0.024624
1869.2003,133.08783,72.598572,2.495467,-0.026327
1869.1003,134.35199,77.545685,2.556929,-0.028179
1869.0003,134.011414,83.40329,2.597567,-0.02993
1868.9003,132.757355,89.991684,2.632102,-0.031024
1868.8003,131.215271,95.394592,2.667577,-0.030036
1868.7003,129.83905,97.889664,2.701223,-0.02795
1868.6003,128.781097,97.309357,2.72849,-0.025731
1868.5003,128.554779,92.626404,2.748463,-0.023682
1868.4003,129.083466,85.81134,2.760196,-0.023391
1868.3003,130.238251,79.215256,2.764819,-0.024924
1868.2003,131.718506,73.54715,2.766538,-0.025889
1868.1003,133.084839,69.052826,2.766079,-0.015399
1868.0003,133.565277,65.890228,2.759954,0.012852
1867.9003,132.615021,64.027252,2.744785,0.048061
1867.8003,130.661285,62.832741,2.718884,0.080384
1867.7003,128.556824,61.761711,2.687012,0.091331
1867.6003,126.735062,60.788757,2.660323,0.089701
1867.5003,125.274719,59.950027,2.643768,0.086193
1867.4003,124.91629,59.250397,2.632907,0.08395
1867.3003,125.381973,58.634354,2.626961,0.080545
1867.2003,126.22403,58.143654,2.628707,0.063152
1867.1003,127.26767,57.871918,2.636743,0.036588
1867.0003,128.402313,57.814011,2.648046,0.017145
1866.9003,129.519135,58.330391,2.658478,0.006297
1866.8003,129.373779,59.977455,2.66396,-0.001638
1866.7003,128.371063,62.488174,2.664828,-0.009478
1866.6003,127.179474,65.266968,2.663994,-0.017977
1866.5003,125.889603,68.154129,2.6641,-0.021506
1866.4003,125.035965,70.835403,2.665807,-0.018899
