DEPT,GR,DT,RHOB,DRHO
2187.3004,103.612534,65.450394,,
2187.2004,103.458618,65.744995,,
2187.1004,103.390533,66.285019,,
2187.0004,103.482651,66.567963,,
2186.9004,103.791168,66.536575,,
2186.8004,104.312241,66.626617,,
2186.7004,105.036667,67.149368,,
2186.6004,105.8703,68.300873,,
2186.5004,106.732147,70.015228,,
2186.4004,107.395645,72.437653,,
2186.3004,107.770096,75.044876,,
2186.2004,107.940308,76.980804,,
2186.1004,107.795609,77.845978,,
2186.0004,107.420013,77.508591,,
2185.9004,107.01149,76.277237,,
2185.8004,107.220596,75.042206,,
2185.7004,108.111099,74.435608,,
2185.6004,109.224518,74.474823,,
2185.5004,110.313339,75.78067,,
2185.4004,111.305099,78.072525,,
2185.3004,112.196548,80.502701,,
2185.2004,112.350861,82.511871,,
2185.1004,111.673904,84.709488,,
2185.0004,110.804382,88.161743,,
2184.9004,110.01973,92.883392,,
2184.8004,109.315994,95.730942,,
2184.7004,108.843109,92.528641,,
2184.6004,108.575241,87.31279,,
2184.5004,108.421616,83.583328,,
2184.4004,108.46907,80.782425,,
2184.3004,108.696045,78.555496,,
2184.2004,109.062241,77.058258,,
2184.1004,109.615448,76.703735,,
2184.0004,110.251526,77.432205,,
2183.9004,110.881317,78.775192,,
2183.8004,109.277344,80.311493,,
2183.7004,105.447876,82.305679,,
2183.6004,99.928528,84.894348,,
2183.5004,94.394867,87.874573,,
2183.4004,89.917847,92.210159,,
2183.3004,87.353592,98.160782,,
2183.2004,88.398849,104.324051,,
2183.1004,91.9897,108.617325,,
2183.0004,96.761215,110.1492,,
2182.9004,101.507324,109.063843,,
2182.8004,105.409256,104.053009,,
2182.7004,107.636017,94.95015,,
2182.6004,108.033737,86.490021,,
2182.5004,107.199631,81.054214,,
2182.4004,105.53511,77.516312,,
2182.3004,103.119736,74.672516,,
2182.2004,100.310928,72.374695,,
2182.1004,97.825745,70.810333,,
2182.0004,96.320923,70.015869,,
2181.9004,95.832962,69.693634,,
2181.8004,96.547836,69.545807,,
2181.7004,98.001801,69.455658,,
2181.6004,99.48262,69.38063,,
2181.5004,100.383118,69.307938,,
2181.4004,100.280609,69.230606,,
2181.3004,99.316162,69.142792,,
